Bill,Fir Start Date,Bill Date,Accounting Date,Due Date,Total,Total Currency,Outstanding,Outstanding Currency,Country,Operator,Operator Ref ID,Call Sign,Aircraft Registration,Origin ICAO Code,Origin IATA Code,Destination ICAO Code,Destination IATA Code,Aircraft Manufacturer,Aircraft Model,Aircraft Model ICAO Code,Aircraft Model MTOW (kg),Fir Started,Fir Ended,Duration,Flight ID,Flight Segment ID,Flight Segment Observed Point Count,Flight Segment Point Count,Flight Segment Duration Seconds,Flight Duration Seconds,Flight Length Km,Flight Path Observed Point Count,Flight Path Point Count,Manually Updated,Flight Takeoff,Flight Landing,Departure Scheduled Utc,Arrival Scheduled Utc
DLEWPWEXNW,2024-09-22 06:37:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE706,A6EPB,FSIA,SEZ,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-22 @ 06:37 UTC,2024-09-22 @ 06:37 UTC,00:00:00,97fefffa-d6fd-426e-80b3-c31d5ea8fe9a,78b1fe02-26fb-447c-818f-cb9843d54d32,2,2,0,14760,3460.9,91,91,false,2024-09-22 04:24:00 UTC,2024-09-22 08:30:00 UTC,2024-09-22 04:15:00 UTC,2024-09-22 08:45:00 UTC
MPJE3UQLPP,2024-09-22 01:30:00 UTC,,,,345.00,USD,345.00,USD,Somalia,OMAN AIR,PWYJYKMFN9,QTR42L,A4ODI,OTHH,DOH,HTKJ,JRO,BOEING,BOEING 737-200,B732,52390.0,2024-09-22 @ 01:30 UTC,2024-09-22 @ 03:03 UTC,01:33:00,610afccd-b041-4400-a130-82a2f72b03ef,d7cd3ca5-2f3d-4361-8412-3d6c318b5242,46,46,5580,19260,5171.77,217,218,false,2024-09-21 23:14:00 UTC,2024-09-22 04:35:00 UTC,,
QMNLVZXKCX,2024-09-22 06:09:00 UTC,,,,245.00,USD,245.00,USD,Somalia,,,7QSTC,7QSTC,HCMM,MGQ,HCMM,MGQ,DE HAVILLAND CANADA,DE HAVILLAND CANADA CC-115 Buffalo,DHC5,22316.744604,2024-09-22 @ 06:09 UTC,2024-09-22 @ 07:33 UTC,01:24:00,ac2ddcd9-0b76-401a-9272-52c74b80a056,91eeeabf-932f-4a85-8c14-c21235309fe1,14,14,5040,5100,142.25,10,10,false,2024-09-22 06:09:00 UTC,2024-09-22 07:34:00 UTC,,
3QNX9DMT94,2024-09-21 23:50:00 UTC,,,,395.00,USD,395.00,USD,Somalia,Uganda National Airlines Company Limited dba Uganda Airlines,JFPEPVPV3N,UGD431,5XCRN,VABB,BOM,,,AIRBUS,AIRBUS A-330-800,A338,251000.0,2024-09-21 @ 23:50 UTC,2024-09-22 @ 00:19 UTC,00:29:00,2540b0ab-250d-4235-b8fc-abc996b46542,741c57e5-352c-486f-b4ac-6eedfbc77502,31,31,1740,42900,8335.54,173,173,false,2024-09-21 20:15:00 UTC,2024-09-22 08:10:00 UTC,,
MCXKPZA3UQ,2024-09-22 06:58:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH372,ETALN,HAAB,ADD,HCMH,HGA,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 06:58 UTC,2024-09-22 @ 06:58 UTC,00:00:00,f96e4acc-70e3-4fda-9921-7cbfab4f2514,d9f9823a-c7d0-4fe4-9919-b25e377a59f7,1,2,0,4080,582.57,7,8,false,2024-09-22 06:52:00 UTC,2024-09-22 08:00:00 UTC,2024-09-22 06:30:00 UTC,2024-09-22 08:00:00 UTC
V9HTHZ4DA2,2024-09-22 07:18:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH376,ETAPF,HAAB,ADD,HCMM,MGQ,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 07:18 UTC,2024-09-22 @ 08:09 UTC,00:51:00,90163b32-5d38-4d09-b19a-ebb8bf87504a,a4b55eca-cd63-4044-a3c6-0d4500faf0e8,60,60,3060,6360,1214.04,75,75,false,2024-09-22 06:25:00 UTC,2024-09-22 08:11:00 UTC,2024-09-22 05:55:00 UTC,2024-09-22 08:05:00 UTC
EPTXWEPWL3,2024-09-21 13:09:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR FRANCE,VCUKH9C3FA,AFR647,FGZNF,FMEE,RUN,LFPG,CDG,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-21 @ 13:09 UTC,2024-09-21 @ 13:09 UTC,00:00:00,b2802a13-1d3e-4b3b-a06f-f3ba2ca58d44,c3a1484e-7109-457f-930d-4e941722841a,3,4,0,42240,9851.67,205,206,false,2024-09-21 05:30:00 UTC,2024-09-21 17:14:00 UTC,2024-09-21 05:30:00 UTC,2024-09-21 17:10:00 UTC
VJ9PME3ZP4,2024-09-22 00:37:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETIHAD AIRWAYS,79JEJE3VVK,ETD86B,A6BLZ,OMAA,AUH,FAOR,JNB,BOEING,BOEING Dreamliner (Srs.9),B789,254011.7272,2024-09-22 @ 00:37 UTC,2024-09-22 @ 02:31 UTC,01:54:00,a47ee85e-afae-4185-9ecd-2aff7e71769c,61381cab-fb0c-4cc0-8d84-551445073e71,100,100,6840,27840,6722.63,277,277,false,2024-09-21 22:41:00 UTC,2024-09-22 06:25:00 UTC,,
4JPDTW233D,2024-09-22 02:30:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE772,A6EBK,OMDB,DXB,FACT,CPT,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-22 @ 02:30 UTC,2024-09-22 @ 04:31 UTC,02:01:00,f5fd1de2-4c9c-4e8e-9c50-22ccc904fc51,e28f3e5e-1bd2-412d-becb-343825ba7342,113,113,7260,33120,7896.63,341,341,false,2024-09-22 00:39:00 UTC,2024-09-22 09:51:00 UTC,2024-09-21 23:50:00 UTC,2024-09-22 09:35:00 UTC
F7JMCQAZHL,2024-09-22 06:49:00 UTC,,,,345.00,USD,345.00,USD,Somalia,Fanjet Express,DPFZQUVN42,DAO186,5YFQC,HCMM,MGQ,HCMF,BSA,BOEING,BOEING 737-400,B734,62820.0,2024-09-22 @ 06:49 UTC,2024-09-22 @ 08:27 UTC,01:38:00,780dd774-6ce4-4bd8-bf13-ed43260496e1,4eb341ab-3e1c-451b-91e6-32949c25f7e0,96,96,5880,5880,1186.89,92,92,false,2024-09-22 06:49:00 UTC,2024-09-22 08:27:00 UTC,,
LPN7PYFW2Q,2024-09-22 07:16:00 UTC,,,,345.00,USD,345.00,USD,Somalia,AIR ARABIA,R3YRCFJFWK,ABY734,A6ATE,OMSJ,SHJ,HKJK,NBO,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-22 @ 07:16 UTC,2024-09-22 @ 08:50 UTC,01:34:00,1d781b26-e37b-432e-bdbd-e563fd7e6de0,2a42f9ff-3bdb-43b4-8a68-b8c9bb29edd8,48,48,5640,17640,3901.24,248,248,false,2024-09-22 05:09:00 UTC,2024-09-22 10:03:00 UTC,2024-09-22 05:00:00 UTC,2024-09-22 10:05:00 UTC
TT3VJZTTL9,2024-09-08 21:41:00 UTC,,,,365.00,USD,365.00,USD,Somalia,NEW WAY CARGO AIRLINES,L2HNNUDUXW,NWY7003,EX76019,HCMF,BSA,,,ILYUSHIN,ILYUSHIN Il-76,IL76,170000.0,2024-09-08 @ 21:41 UTC,2024-09-08 @ 21:41 UTC,00:00:00,a7d36874-183a-44b6-bb2f-8009c9668248,d2959a24-68d5-47af-9e60-bcd06d6e2d7c,1,2,0,22023,4373.06,111,112,false,2024-09-08 15:34:56 UTC,2024-09-08 21:42:00 UTC,,
HPQJ2PJPPN,2024-09-22 05:03:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA307,5YCYB,OMDB,DXB,HKMO,MBA,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 05:03 UTC,2024-09-22 @ 07:06 UTC,02:03:00,c7fe4247-3f69-49df-8b17-d0451a1f5675,a788b29b-a782-41c3-b9c9-9a47df5fa2e8,76,76,7380,19200,4803.1,261,262,false,2024-09-22 03:00:00 UTC,2024-09-22 08:20:00 UTC,2024-09-22 02:55:00 UTC,2024-09-22 08:20:00 UTC
EF29CDN3F7,2024-09-22 00:23:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR1375,A7BCP,OTHH,DOH,FQMA,MPM,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-09-22 @ 00:23 UTC,2024-09-22 @ 02:25 UTC,02:02:00,eecc7f91-0a75-414e-9c2e-19fb1a6d501d,dbae18c1-bca8-4502-9e18-bd5c37b4c88c,116,116,7320,28320,7416.18,359,360,false,2024-09-21 22:13:00 UTC,2024-09-22 06:05:00 UTC,2024-09-21 22:05:00 UTC,2024-09-22 06:05:00 UTC
MHEJTVHKPL,2024-09-22 10:43:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE765,A6ENP,OMDB,DXB,FAOR,JNB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-22 @ 10:43 UTC,2024-09-22 @ 10:43 UTC,00:00:00,fe49bec1-5d4a-43ed-b2c2-f4550ca91f21,399bb370-e4c3-4a33-a283-092fde66a0f0,3,4,0,29220,6426.07,14,15,false,2024-09-22 10:43:00 UTC,2024-09-22 18:50:00 UTC,2024-09-22 10:40:00 UTC,2024-09-22 18:50:00 UTC
HDKPDWVQUK,2024-09-21 18:54:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB648,A6FGE,HAAB,ADD,OMDB,DXB,BOEING,BOEING 737-800,B738,70530.0,2024-09-21 @ 18:54 UTC,2024-09-21 @ 19:24 UTC,00:30:00,33f8eda0-d820-4a86-a2aa-85331bdc4c3f,dcc1fcda-8c02-4c43-b206-c209169cc971,32,32,1800,13860,3035.37,147,147,false,2024-09-21 18:00:00 UTC,2024-09-21 21:51:00 UTC,2024-09-21 17:20:00 UTC,2024-09-21 21:55:00 UTC
QP7PCHVCUZ,2024-09-22 06:57:00 UTC,,,,275.00,USD,275.00,USD,Somalia,SALAAM AIR EXPRESS,PFWJM9LVPT,5YMMB,5YMMB,HCMM,MGQ,,,FOKKER,FOKKER 70,F70,36740.0,2024-09-22 @ 06:57 UTC,2024-09-22 @ 07:44 UTC,00:47:00,06c46b29-d0a0-47da-8c17-715f82b8fd9b,1fe5cb1b-1d2b-4860-8353-31ef66976ecf,49,49,2820,5580,1052.02,92,92,false,2024-09-22 06:57:00 UTC,2024-09-22 08:30:00 UTC,,
XZPQ77EJH9,2024-09-22 04:55:00 UTC,,,,345.00,USD,345.00,USD,Somalia,INTERGLOBE AVIATION PRIVATE LTD (T/A INDIGO),EYJ3FARPKX,IGO1853,VTIQV,VABB,BOM,HKJK,NBO,AIRBUS,AIRBUS A-320neo,A20N,79000.0,2024-09-22 @ 04:55 UTC,2024-09-22 @ 09:11 UTC,04:16:00,3bfd5328-3f0d-46f4-8904-52bb8828df13,5b904903-4dd4-40a9-9dab-dca0bb955301,64,64,15360,19980,4633.34,128,128,false,2024-09-22 04:28:00 UTC,2024-09-22 10:01:00 UTC,,
2Y7KA4LDZP,2024-09-22 07:12:00 UTC,,,,275.00,USD,275.00,USD,Somalia,PREMIER AIRLINES,PD9QYZYP22,5YJWF,5YJWF,HCMM,MGQ,AYNE,GBF,FOKKER,FOKKER 70,F70,36740.0,2024-09-22 @ 07:12 UTC,2024-09-22 @ 07:59 UTC,00:47:00,8ec64ad1-77ed-46db-b67d-f9e62b0c454e,706e4929-7c2d-45d1-aec3-8a469065ba75,48,48,2820,5520,1048.31,92,92,false,2024-09-22 07:12:00 UTC,2024-09-22 08:44:00 UTC,,
UCTAPENNXZ,2024-09-22 00:20:00 UTC,,,,345.00,USD,345.00,USD,Somalia,RWANDAIR LTD.,N4A7KUJN39,RWD305,9XRWY,OMDB,DXB,HRYR,KGL,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 00:20 UTC,2024-09-22 @ 00:48 UTC,00:28:00,73cd2e1d-03fa-4ffd-9597-4c7dc64b17f8,6bd5d946-071a-4849-85bf-6f78742ce0e3,30,30,1680,20760,4448.01,158,159,false,2024-09-21 22:04:00 UTC,2024-09-22 03:50:00 UTC,2024-09-21 21:50:00 UTC,2024-09-22 03:50:00 UTC
DJ7M9QXPPU,2024-09-22 07:46:00 UTC,,,,245.00,USD,245.00,USD,Somalia,CONSTANTA,H3PCX4XKPM,UNO691P,URUZA,HCMB,BIB,HCMM,MGQ,ANTONOV,ANTONOV An-26,AN26,24000.0,2024-09-22 @ 07:46 UTC,2024-09-22 @ 08:26 UTC,00:40:00,77ba7af7-0c6a-4db8-9e93-39751c760423,79ff45af-c8de-4e1e-ab2f-4f3186717b93,41,41,2400,2460,251.18,41,41,false,2024-09-22 07:46:00 UTC,2024-09-22 08:27:00 UTC,,
Q9KH3JPKF3,2024-09-22 08:34:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA2319,5YKCB,OMSJ,SHJ,HKJK,NBO,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 08:34 UTC,2024-09-22 @ 10:09 UTC,01:35:00,3ae27952-8907-444a-b0f8-d232875b573b,a5e35374-cf75-432f-a9dd-0e47debc4189,48,48,5700,18060,3933.25,254,254,false,2024-09-22 06:28:00 UTC,2024-09-22 11:29:00 UTC,,
X44FLA9NHK,2024-09-22 01:45:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR79P,A7BHC,OTHH,DOH,FAOR,JNB,BOEING,BOEING 787-9 Dreamliner,B789,254011.7272,2024-09-22 @ 01:45 UTC,2024-09-22 @ 03:49 UTC,02:04:00,2878010d-8ee5-40c4-a883-dbb1c6360995,63e64b4b-280e-4e77-8c07-d5e91f9ac798,109,109,7440,29160,6888.16,285,285,false,2024-09-21 23:35:00 UTC,2024-09-22 07:41:00 UTC,2024-09-21 23:20:00 UTC,2024-09-22 07:50:00 UTC
73F3AK7ZPA,2024-09-20 13:53:00 UTC,,,,275.00,USD,275.00,USD,Somalia,I Fly Air Solutions Ltd,D7P9XP2QMT,IFY711,5YIFA,HCMM,MGQ,HKJK,NBO,FOKKER,FOKKER 70,F70,36740.0,2024-09-20 @ 13:53 UTC,2024-09-20 @ 14:38 UTC,00:45:00,c2ba76b3-ad80-45ee-aa1a-95f948b39fb1,8bba018f-be0f-4ddc-b93b-3b57ed139376,39,39,2700,6000,1058.8,88,88,false,2024-09-20 13:53:00 UTC,2024-09-20 15:33:00 UTC,,
N3Z9942HF7,2024-09-22 09:53:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,DMQ300,5YKQB,HCMM,MGQ,HKJK,NBO,BOEING,BOEING 737-300,B733,56470.0,2024-09-22 @ 09:53 UTC,2024-09-22 @ 10:36 UTC,00:43:00,231ba032-4dad-4bbb-9010-734f591ef6f9,3363e7b4-f912-4486-ba7d-dee6b9f44f10,45,45,2580,5820,1091.9,95,95,false,2024-09-22 09:53:00 UTC,2024-09-22 11:30:00 UTC,,
HTU2HJ9PMX,2024-09-22 08:30:00 UTC,,,,345.00,USD,345.00,USD,Somalia,EGYPT AIR,VPAWR4HTKH,MSR873,SUGEB,HDAM,JIB,HCMM,MGQ,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 08:30 UTC,2024-09-22 @ 09:34 UTC,01:04:00,1799ea12-0ba0-4457-97af-16b46bd6397d,2c574599-b7f9-401f-a242-d1913a698cf4,46,47,3840,4200,1174.36,65,66,false,2024-09-22 08:25:00 UTC,2024-09-22 09:35:00 UTC,2024-09-22 08:25:00 UTC,2024-09-22 10:20:00 UTC
P3JJZDWAJ3,2024-09-22 09:37:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH372,ETALN,HAAB,ADD,HCMH,HGA,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 09:37 UTC,2024-09-22 @ 09:37 UTC,00:00:00,703b7d99-a238-42bc-85e2-4280e4e4ca86,8103180a-3793-45de-bc79-1778be59d085,1,2,0,5400,996.26,22,24,false,2024-09-22 06:30:00 UTC,2024-09-22 08:00:00 UTC,2024-09-22 06:30:00 UTC,2024-09-22 08:00:00 UTC
FQYXP242LW,2024-09-22 09:55:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB617,A6FEP,OMDB,DXB,HDAM,JIB,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 09:55 UTC,2024-09-22 @ 11:03 UTC,01:08:00,eb4103e9-37c0-4efb-b6f3-908aec103144,6e8922f2-6f10-4a58-8c74-8b73dbbd0d6f,30,30,4080,12480,2575.94,116,116,false,2024-09-22 07:38:00 UTC,2024-09-22 11:06:00 UTC,2024-09-22 06:45:00 UTC,2024-09-22 10:45:00 UTC
4YWZUM34VD,2024-09-22 08:38:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETIHAD AIRWAYS,79JEJE3VVK,ETD700,A6EIX,OMAA,AUH,FSIA,SEZ,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-22 @ 08:38 UTC,2024-09-22 @ 08:41 UTC,00:03:00,3294d11d-d016-4668-8300-7d9d2a1ab9bb,06ebc157-ad89-4202-b857-23c8d3caea92,4,4,180,15600,3414.34,84,84,false,2024-09-22 06:39:00 UTC,2024-09-22 10:59:00 UTC,2024-09-22 06:30:00 UTC,2024-09-22 11:10:00 UTC
TFY32VUMLQ,2024-09-22 09:16:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE719,A6EGH,OMDB,DXB,HKJK,NBO,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-22 @ 09:16 UTC,2024-09-22 @ 10:41 UTC,01:25:00,0bd95147-bb8e-4042-9788-2cf7a7d6b032,bfb8782d-22a5-4ad3-9f0c-4368e181e233,44,44,5100,16500,3909.09,224,224,false,2024-09-22 07:19:00 UTC,2024-09-22 11:54:00 UTC,2024-09-22 06:30:00 UTC,2024-09-22 11:30:00 UTC
2UYLWY7LJL,2024-09-22 07:17:00 UTC,,,,345.00,USD,345.00,USD,Somalia,OMAN AIR,PWYJYKMFN9,OMA705,A4OME,OOMS,MCT,HTZA,ZNZ,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-22 @ 07:17 UTC,2024-09-22 @ 09:27 UTC,02:10:00,041b7436-58d5-49fb-80db-b770893a4a9d,ba3d5c2f-cd89-4580-abee-20485d5e7337,128,128,7800,18420,3970.8,210,211,false,2024-09-22 05:28:00 UTC,2024-09-22 10:35:00 UTC,2024-09-22 05:15:00 UTC,2024-09-22 10:35:00 UTC
Y7FEYLWXUE,2024-09-22 05:08:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE6M,A6EPI,OMDB,DXB,DGAA,ACC,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-22 @ 05:08 UTC,2024-09-22 @ 05:31 UTC,00:23:00,cbf5d0a7-e769-4111-9766-17603ecfaae0,5fa7cc02-496e-4705-b04f-c6371195b6c7,25,25,1380,29580,7365.12,227,227,false,2024-09-22 03:03:00 UTC,2024-09-22 11:16:00 UTC,,
3MMCEFWXY4,2024-09-22 02:25:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE37R,A6EEB,OMDB,DXB,FAOR,JNB,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-22 @ 02:25 UTC,2024-09-22 @ 04:30 UTC,02:05:00,70dc51b9-a3d6-429a-bbe3-168ebf18ab43,17ffb595-a98e-449d-a33e-164ecb49d3dd,126,126,7500,27840,6683.94,337,337,false,2024-09-22 00:32:00 UTC,2024-09-22 08:16:00 UTC,,
99QPVWUYPT,2024-09-22 07:15:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE99T,A6ENJ,OMDB,DXB,FSIA,SEZ,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-22 @ 07:15 UTC,2024-09-22 @ 07:21 UTC,00:06:00,9e5c3ecd-57f9-4066-8449-d9ecfa73cc22,8ae201aa-a675-44f1-8788-0763b73bb172,3,3,360,14760,3394.37,95,95,false,2024-09-22 05:29:00 UTC,2024-09-22 09:35:00 UTC,2024-09-22 04:55:00 UTC,2024-09-22 09:35:00 UTC
L9UXJECD4F,2024-09-21 14:51:00 UTC,,,,345.00,USD,345.00,USD,Somalia,MYWAY AIRLINES CO LTD,PPKNFJWNEM,MWY5081,4LMWC,UGTB,TBS,FIMP,MRU,BOEING,BOEING 737-700 700,B737,66320.0,2024-09-21 @ 14:51 UTC,2024-09-21 @ 15:40 UTC,00:49:00,76fbc550-5ae2-415c-9535-1a691762ec7d,bd496581-349c-414a-974b-77feeac87afa,51,51,2940,33873,7491.5,108,109,false,2024-09-21 09:30:26 UTC,2024-09-21 18:55:00 UTC,,
EZAETKZQHM,2024-09-22 07:38:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1289,A6FMN,OMDB,DXB,HKMO,MBA,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-22 @ 07:38 UTC,2024-09-22 @ 09:55 UTC,02:17:00,332141a3-a99c-4a61-9476-fb362e3045c2,142c8f30-5b36-49d1-96e0-b8b8bbd58e10,135,135,8220,18000,3894.67,212,213,false,2024-09-22 05:35:00 UTC,2024-09-22 10:35:00 UTC,2024-09-22 05:05:00 UTC,2024-09-22 10:35:00 UTC
3HZW2ZVLFU,2024-09-22 09:16:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH377,ETAPF,HCMM,MGQ,HAAB,ADD,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 09:16 UTC,2024-09-22 @ 09:54 UTC,00:38:00,6ae893e6-ae5a-4152-ac5c-c9ed2d758ea0,0c863642-cf6c-4b31-8b72-a18cb18e09a7,39,39,2280,5820,1152.0,69,69,false,2024-09-22 09:16:00 UTC,2024-09-22 10:53:00 UTC,2024-09-22 09:20:00 UTC,2024-09-22 11:20:00 UTC
97YELQEFEY,2024-09-22 09:25:00 UTC,,,,345.00,USD,345.00,USD,Somalia,Fanjet Express,DPFZQUVN42,DAO186,5YFQC,HCMF,BSA,OMDB,DXB,BOEING,BOEING 737-400,B734,62820.0,2024-09-22 @ 09:25 UTC,2024-09-22 @ 09:42 UTC,00:17:00,fd68e690-e71b-404a-8a90-64cd07488ca7,74734e1c-b7bd-4d5a-a626-d89812330114,19,19,1020,9660,1901.11,109,109,false,2024-09-22 09:25:00 UTC,2024-09-22 12:06:00 UTC,,
A7W27J34WX,2024-09-22 02:05:00 UTC,,,,395.00,USD,395.00,USD,Somalia,CHINA SOUTHERN AIRLINES,X7MEA3JKVE,CSN6043,B1169,ZGHA,CSX,HKJK,NBO,AIRBUS,AIRBUS A-330-200,A332,230000.0,2024-09-22 @ 02:05 UTC,2024-09-22 @ 02:50 UTC,00:45:00,3c20210c-58c3-479f-bee8-a5a7e29e8de1,5854bfe0-6490-4a43-a02e-7c9912357f50,2,2,2700,37020,9255.74,426,426,false,2024-09-21 17:12:00 UTC,2024-09-22 03:29:00 UTC,2024-09-21 16:50:00 UTC,2024-09-22 04:30:00 UTC
HZ7NHLUFVQ,2024-09-22 08:18:00 UTC,,,,365.00,USD,365.00,USD,Somalia,Air Charter Express LLC,JT7D9PW9VJ,NWY9101,EX76015,OMAA,AUH,,,ILYUSHIN,ILYUSHIN Il-76,IL76,170000.0,2024-09-22 @ 08:18 UTC,2024-09-22 @ 08:42 UTC,00:24:00,3495f9cb-904c-4b0f-b7b8-02d0b5531a44,7f870a8b-7dd5-4441-bb97-92f7a9857c7d,26,27,1440,26836,5385.47,104,105,false,2024-09-22 05:38:00 UTC,2024-09-22 13:05:16 UTC,,
FWP4UVTLPK,2024-09-22 07:55:00 UTC,,,,275.00,USD,275.00,USD,Somalia,Qatar Executive,4H3VHPYFUU,QQE514,A7CEE,FSIA,SEZ,LIRA,CIA,BOMBARDIER,BOMBARDIER 5000 Global 5000 BD-700,GL5T,41957.0,2024-09-22 @ 07:55 UTC,2024-09-22 @ 09:17 UTC,01:22:00,ef19062a-5319-4d95-89d8-e74578ed43e6,f014536a-b854-44c1-b5d0-d8dfbe3231ef,25,25,4920,29084,7192.28,80,81,false,2024-09-22 06:39:00 UTC,2024-09-22 14:43:44 UTC,2024-09-22 06:00:00 UTC,
LP24KQP4D9,2024-09-22 07:55:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE725,A6ECF,OMDB,DXB,HTDA,DAR,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-22 @ 07:55 UTC,2024-09-22 @ 09:57 UTC,02:02:00,aaa538df-7677-4eea-ab2d-1cf27e7c32bc,33e53bf3-883d-41d1-a793-ec4ce5e91edb,120,120,7320,17880,4159.27,211,211,false,2024-09-22 06:00:00 UTC,2024-09-22 10:58:00 UTC,2024-09-22 05:30:00 UTC,2024-09-22 10:55:00 UTC
EZZ3Z3XW4A,2024-09-22 08:35:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE7X,A6EOQ,OMDB,DXB,FIMP,MRU,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-22 @ 08:35 UTC,2024-09-22 @ 08:39 UTC,00:04:00,b99c5b18-8b20-4203-b93c-802095cf41b1,5aa7a251-da26-4da0-8dc1-1389fd8ded0b,3,3,240,21720,5177.72,117,117,false,2024-09-22 06:47:00 UTC,2024-09-22 12:49:00 UTC,2024-09-22 06:05:00 UTC,2024-09-22 12:40:00 UTC
TLEVJ3P4EH,2024-09-22 07:43:00 UTC,,,,345.00,USD,345.00,USD,Somalia,AIR ARABIA,R3YRCFJFWK,ABY720,A6AOK,OMSJ,SHJ,HUEN,EBB,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-22 @ 07:43 UTC,2024-09-22 @ 08:10 UTC,00:27:00,dce1a617-bbf1-4b31-97bf-944d1742ba3e,ae53427b-2395-4df7-bc3b-e0003ccca41b,29,29,1620,18720,4169.51,160,161,false,2024-09-22 05:23:00 UTC,2024-09-22 10:35:00 UTC,2024-09-22 05:10:00 UTC,2024-09-22 10:35:00 UTC
H9737CHDHE,2024-09-22 08:21:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB611,A6FEG,OMDB,DXB,HJJJ,JUB,BOEING,BOEING 737-800,B738,70530.0,2024-09-22 @ 08:21 UTC,2024-09-22 @ 08:49 UTC,00:28:00,2346efa9-10aa-4c84-a76e-b4bf07b4a9c1,fb9ce989-b22d-4c4a-ba5c-d8874607280a,31,31,1680,17640,3960.96,188,188,false,2024-09-22 06:04:00 UTC,2024-09-22 10:58:00 UTC,2024-09-22 05:35:00 UTC,2024-09-22 11:05:00 UTC
