Bill,Fir Start Date,Bill Date,Accounting Date,Due Date,Total,Total Currency,Outstanding,Outstanding Currency,Country,Operator,Operator Ref ID,Call Sign,Aircraft Registration,Origin ICAO Code,Origin IATA Code,Destination ICAO Code,Destination IATA Code,Aircraft Manufacturer,Aircraft Model,Aircraft Model ICAO Code,Aircraft Model MTOW (kg),Fir Started,Fir Ended,Duration,Flight ID,Flight Segment ID,Flight Segment Observed Point Count,Flight Segment Point Count,Flight Segment Duration Seconds,Flight Duration Seconds,Flight Length Km,Flight Path Observed Point Count,Flight Path Point Count,Manually Updated,Flight Takeoff,Flight Landing,Departure Scheduled Utc,Arrival Scheduled Utc
VWA2M3UCYY,2024-09-29 23:23:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR FRANCE,VCUKH9C3FA,AFR935,FHTYE,FMMI,TNR,LFPG,CDG,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-09-29 @ 23:23 UTC,2024-09-30 @ 00:07 UTC,00:44:00,58110991-8f7a-447c-ac5a-bb21c8c5a4d2,ff4dac2b-e12f-4d64-933d-8f70a78e728a,47,47,2640,39960,9157.62,341,342,false,2024-09-29 20:55:00 UTC,2024-09-30 08:01:00 UTC,2024-09-29 20:55:00 UTC,2024-09-30 08:10:00 UTC
NEWDV2PQ2T,2024-09-30 13:26:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR INDIA LIMITED,9CWXNAUY3R,AIC961,VTANX,VIDP,DEL,HKJK,NBO,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-09-30 @ 13:26 UTC,2024-09-30 @ 14:53 UTC,01:27:00,80feedf8-93c7-4ee5-832e-6e9c88f51167,cfcca36f-2b78-437a-8f89-0c9d4958eec8,72,72,5220,24060,5771.57,224,224,false,2024-09-30 09:06:00 UTC,2024-09-30 15:47:00 UTC,2024-09-30 08:20:00 UTC,2024-09-30 15:35:00 UTC
PLPA2TZKTW,2024-09-09 12:10:00 UTC,,,,345.00,USD,345.00,USD,Somalia,AIR ARABIA,R3YRCFJFWK,ABY735,A6ATB,HKJK,NBO,OMSJ,SHJ,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-09 @ 12:10 UTC,2024-09-09 @ 13:45 UTC,01:35:00,acd7185e-ef53-4a25-938a-1d3e8cd8eb8d,83a5ae75-741a-41af-bb15-6e7106c85ad4,51,51,5700,17580,3882.56,237,237,false,2024-09-09 11:04:00 UTC,2024-09-09 15:57:00 UTC,2024-09-09 10:55:00 UTC,2024-09-09 16:00:00 UTC
TPHL4MA9JX,2024-09-07 10:27:00 UTC,,,,40.00,USD,40.00,USD,Somalia,"DEPARTMENT OF THE ARMY, PRIORITY AIR TRANSPORT  (DAVISON AVIATION COMMAND) (FORT BELVOIR, VA)",UT9FC79UTN,PAT71,910503,,,,,FAIRCHILD SWEARINGEN,FAIRCHILD SWEARINGEN Merlin 23,SW4,7257.0,2024-09-07 @ 10:27 UTC,2024-09-07 @ 11:15 UTC,00:48:00,4fe68c2d-a6b6-43c2-a37c-0a26f1ef29cd,00e91e1a-2dab-4612-90d0-d7c068b3cc6d,49,49,2880,2940,333.71,49,49,false,2024-09-07 10:27:00 UTC,2024-09-07 11:16:00 UTC,,
TQ4X9JTUXM,2024-09-09 22:11:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR10R,A7ALP,FAOR,JNB,OTHH,DOH,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-09-09 @ 22:11 UTC,2024-09-10 @ 00:08 UTC,01:57:00,ae58c6a2-be97-40f4-bc1e-1a35d7113596,1f21263c-1756-4e32-9125-49ebc02b72be,114,114,7020,28560,6876.58,312,312,false,2024-09-09 18:34:00 UTC,2024-09-10 02:30:00 UTC,2024-09-09 18:15:00 UTC,2024-09-10 02:35:00 UTC
XDCYYPKYHT,2024-09-09 15:34:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE762,A6EOJ,FAOR,JNB,OMDB,DXB,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-09 @ 15:34 UTC,2024-09-09 @ 17:39 UTC,02:05:00,1dcada8d-d7de-4506-a126-788c476c14c4,8f91c3bf-3ba4-4282-902f-c3b001dab599,124,124,7500,27600,6659.29,328,328,false,2024-09-09 12:03:00 UTC,2024-09-09 19:43:00 UTC,2024-09-09 11:25:00 UTC,2024-09-09 19:45:00 UTC
2TMYQYYFKE,2024-09-29 12:20:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB618,A6FEX,HDAM,JIB,OMDB,DXB,BOEING,BOEING 737-800,B738,70530.0,2024-09-29 @ 12:20 UTC,2024-09-29 @ 12:49 UTC,00:29:00,b2a1fc3a-8acc-4597-b741-7bbe5230975b,efbbd6ae-9445-4aeb-b341-65bedac01a2b,32,33,1740,12720,2609.18,124,125,false,2024-09-29 11:50:00 UTC,2024-09-29 15:22:00 UTC,2024-09-29 11:50:00 UTC,2024-09-29 15:50:00 UTC
NHTUJT9MUY,2024-09-09 16:58:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE2H,A6EOW,FIMP,MRU,OMDB,DXB,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-09 @ 16:58 UTC,2024-09-09 @ 16:58 UTC,00:00:00,49b8ac3f-c976-488d-a307-decc7ea82be0,30b26215-ae1a-4ca4-8d2b-038c8e4500c1,2,2,0,22740,5293.64,130,130,false,2024-09-09 12:41:00 UTC,2024-09-09 19:00:00 UTC,,
K2CZCP2UP7,2024-09-09 16:36:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR1364,A7BHD,FAOR,JNB,OTHH,DOH,BOEING,BOEING Dreamliner (Srs.9),B789,254011.7272,2024-09-09 @ 16:36 UTC,2024-09-09 @ 18:41 UTC,02:05:00,339cacb2-111d-40ee-88d1-8cd3d689187b,ca47a2b2-a0f9-44af-85b8-d0f25eac56f9,125,125,7500,27780,6824.98,331,331,false,2024-09-09 13:08:00 UTC,2024-09-09 20:51:00 UTC,2024-09-09 11:35:00 UTC,2024-09-09 19:55:00 UTC
YF77P2N2TN,2024-09-30 09:59:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH641,ETAOV,VABB,BOM,HAAB,ADD,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-09-30 @ 09:59 UTC,2024-09-30 @ 09:59 UTC,00:00:00,2cc554e6-957b-4ce8-ac36-938803af66ad,fdf51f1d-fb5b-41a5-a702-b92ade7547fc,2,2,0,15900,3868.74,90,90,false,2024-09-30 06:33:00 UTC,2024-09-30 10:58:00 UTC,2024-09-30 05:35:00 UTC,2024-09-30 10:50:00 UTC
HK73EEMU3T,2024-09-09 19:53:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE708,A6ENX,FSIA,SEZ,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-09 @ 19:53 UTC,2024-09-09 @ 19:53 UTC,00:00:00,55f41c80-4882-4f19-9ed9-432f4d937e22,ce9dd84b-28bc-4438-a3e1-6237037a2fe4,2,2,0,14040,3409.24,90,90,false,2024-09-09 17:44:00 UTC,2024-09-09 21:38:00 UTC,2024-09-09 17:45:00 UTC,2024-09-09 22:15:00 UTC
XF23MTHFLU,2024-09-30 12:57:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH378,ETAQN,HAAB,ADD,HCMM,MGQ,BOEING,BOEING 737-800,B738,70530.0,2024-09-30 @ 12:57 UTC,2024-09-30 @ 13:42 UTC,00:45:00,4638af5a-5c36-48b1-bc8a-80bf92ab3ad2,0c99d3db-5bb4-42fa-8cce-6b4186826b7a,46,46,2700,6000,1191.48,74,74,false,2024-09-30 12:03:00 UTC,2024-09-30 13:43:00 UTC,2024-09-30 11:40:00 UTC,2024-09-30 13:55:00 UTC
F3VQ43LMAW,2024-09-09 15:03:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE724,A6EWE,HAAB,ADD,OMDB,DXB,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-09-09 @ 15:03 UTC,2024-09-09 @ 15:29 UTC,00:26:00,763740ec-4a88-4bec-96a9-134dffe5bc52,170702d3-84da-47e0-b168-a1de098c5f82,29,29,1560,14460,3090.65,146,146,false,2024-09-09 14:04:00 UTC,2024-09-09 18:05:00 UTC,2024-09-09 13:00:00 UTC,2024-09-09 17:10:00 UTC
VCUCAVACPP,2024-09-09 14:19:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE721,A6ECA,OMDB,DXB,HKJK,NBO,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-09 @ 14:19 UTC,2024-09-09 @ 15:43 UTC,01:24:00,8bd85d5f-073c-4063-ac7b-ec594ca8f0e5,b7f43904-4881-4edf-95d7-722181ddb67a,43,43,5040,16560,3930.34,232,232,false,2024-09-09 12:20:00 UTC,2024-09-09 16:56:00 UTC,2024-09-09 11:55:00 UTC,2024-09-09 17:00:00 UTC
MKPQWPQ9UZ,2024-09-30 13:27:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH374,ETAQQ,HAAB,ADD,HCMH,HGA,BOEING,BOEING 737-800,B738,70530.0,2024-09-30 @ 13:27 UTC,2024-09-30 @ 13:27 UTC,00:00:00,aed23887-1c6f-4b0d-97b2-a46dead2b560,3c6105fe-862d-4be0-bffe-e3d795c57f28,1,2,0,3480,1017.31,30,31,false,2024-09-30 13:07:00 UTC,2024-09-30 14:05:00 UTC,2024-09-30 12:35:00 UTC,2024-09-30 14:05:00 UTC
QFDF2PU4VT,2024-09-09 15:57:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR9N,A7ALB,FACT,CPT,OTHH,DOH,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-09-09 @ 15:57 UTC,2024-09-09 @ 18:02 UTC,02:05:00,a6e0cebb-4c5b-400c-9f1d-c94d811f6a44,0effee38-3c26-41d1-b712-0418723fe87b,120,120,7500,32580,8145.4,403,403,false,2024-09-09 11:10:00 UTC,2024-09-09 20:13:00 UTC,,
XM7EVPJPNZ,2024-09-30 07:05:00 UTC,,,,395.00,USD,395.00,USD,Somalia,"CONDOR FLUGDIENST GMBH, FRANKFURT (MAIN)",JC3F7RXEV3,CFG2315,DANRF,FIMP,MRU,EDDF,FRA,AIRBUS,AIRBUS A-330-900,A339,251000.0,2024-09-30 @ 07:05 UTC,2024-09-30 @ 07:47 UTC,00:42:00,a0b5d1c2-64ec-4793-9d48-2cb47721b3a9,2fab6019-9833-4772-836d-441aa0f026c7,44,44,2520,41400,9472.56,340,340,false,2024-09-30 03:56:00 UTC,2024-09-30 15:26:00 UTC,2024-09-30 03:55:00 UTC,
4VPMZN7HTP,2024-09-09 18:00:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR30B,A7BEP,OTHH,DOH,HKJK,NBO,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-09 @ 18:00 UTC,2024-09-09 @ 19:23 UTC,01:23:00,e1f5a8b4-c934-4e1f-aeb7-8155f1aa6a77,a366435c-a392-44b3-949c-f65f18b6a636,44,44,4980,17160,4038.97,203,203,false,2024-09-09 15:48:00 UTC,2024-09-09 20:34:00 UTC,,
U3N3ZYTYLH,2024-09-30 07:06:00 UTC,,,,395.00,USD,395.00,USD,Somalia,"DEUTSCHE LUFTHANSA, AG, KOELN",7X4RTAMTVT,OCN153,DAIKD,FIMP,MRU,EDDF,FRA,AIRBUS,AIRBUS A-330-300,A333,230000.0,2024-09-30 @ 07:06 UTC,2024-09-30 @ 08:25 UTC,01:19:00,939831db-cc68-4f3c-9492-8a7b1a31566a,67a5b25a-4133-4a1b-86d1-0ae10202eb94,24,24,4740,41400,9497.89,350,350,false,2024-09-30 03:49:00 UTC,2024-09-30 15:19:00 UTC,2024-09-30 03:30:00 UTC,
PHULKYQK2P,2024-09-09 18:11:00 UTC,,,,345.00,USD,345.00,USD,Somalia,AIR ARABIA,R3YRCFJFWK,ABY692,A6AOK,HUEN,EBB,OMSJ,SHJ,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-09 @ 18:11 UTC,2024-09-09 @ 18:40 UTC,00:29:00,56f48cb6-e90d-43f4-a72c-f8b0e80f6bf1,05090226-d2dc-434d-9083-f93deae2676c,31,31,1740,19140,4155.88,154,155,false,2024-09-09 15:50:00 UTC,2024-09-09 21:09:00 UTC,2024-09-09 15:50:00 UTC,2024-09-09 21:25:00 UTC
4WKJP9CU2Z,2024-09-09 16:14:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR8M,A7BCS,FQMA,MPM,OTHH,DOH,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-09-09 @ 16:14 UTC,2024-09-09 @ 18:22 UTC,02:08:00,942ecc25-c6b4-4d6f-87a9-3fffc773e474,37711761-4011-4618-a09c-2e47813bf735,116,116,7680,27000,6572.89,340,340,false,2024-09-09 12:57:00 UTC,2024-09-09 20:27:00 UTC,2024-09-09 12:35:00 UTC,2024-09-09 20:40:00 UTC
C4YUPP9VX2,2024-09-09 15:11:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA202,5YCYA,HKJK,NBO,VABB,BOM,BOEING,BOEING 737-800,B738,70530.0,2024-09-09 @ 15:11 UTC,2024-09-09 @ 16:53 UTC,01:42:00,677d28e4-fe8b-40ef-aae1-5b3373de2a81,afddd245-6e31-4788-9d02-b4a73790b836,55,55,6120,21240,4692.41,212,212,false,2024-09-09 14:09:00 UTC,2024-09-09 20:03:00 UTC,2024-09-09 13:45:00 UTC,2024-09-09 20:00:00 UTC
CFFLVYJDZ2,2024-09-30 05:01:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR AUSTRAL,NY9EAMYFE4,REU978,FOREU,LFPG,CDG,FMCZ,DZA,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-30 @ 05:01 UTC,2024-09-30 @ 05:46 UTC,00:45:00,56aec492-17a1-434c-bc0e-c1ab1a6469e9,3220d4e0-e8c1-4faa-b3b0-d636926e3a9b,46,46,2700,31200,8302.4,217,218,false,2024-09-29 22:15:00 UTC,2024-09-30 06:55:00 UTC,2024-09-29 20:25:00 UTC,2024-09-30 06:55:00 UTC
CTXAPKQAU7,2024-09-30 12:18:00 UTC,,,,345.00,USD,345.00,USD,Somalia,AIR ARABIA,R3YRCFJFWK,ABY735,A6ATC,HKJK,NBO,OMSJ,SHJ,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-30 @ 12:18 UTC,2024-09-30 @ 13:56 UTC,01:38:00,1777f3c2-a91a-4586-8ea2-444c9f30041a,13209c00-4387-4d5d-9e07-d6f154e9af59,55,55,5880,17760,3980.14,238,238,false,2024-09-30 11:19:00 UTC,2024-09-30 16:15:00 UTC,2024-09-30 10:55:00 UTC,2024-09-30 16:00:00 UTC
LPTHKQPTFE,2024-09-09 17:37:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR1336,A7BOG,HKJK,NBO,OTHH,DOH,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-09 @ 17:37 UTC,2024-09-09 @ 18:21 UTC,00:44:00,eddd3d54-4dc4-4f68-ad7d-3e9977b3c5fe,2af46e5d-19ac-4239-b6c4-ccaa04e03c42,46,46,2640,17160,4013.24,215,215,false,2024-09-09 15:51:00 UTC,2024-09-09 20:37:00 UTC,2024-09-09 15:10:00 UTC,2024-09-09 20:25:00 UTC
HQFXVQT7ZM,2024-09-30 14:12:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE721,A6ENQ,OMDB,DXB,HKJK,NBO,BOEING,BOEING 777-300,B773,299370.0,2024-09-30 @ 14:12 UTC,2024-09-30 @ 15:38 UTC,01:26:00,c305cd7f-69a0-41a9-8635-f8a2f76858c8,fcb5e9b8-c4c1-460b-9d22-b6185d9c50d2,47,47,5160,16620,3955.98,226,226,false,2024-09-30 12:18:00 UTC,2024-09-30 16:55:00 UTC,2024-09-30 11:55:00 UTC,2024-09-30 17:00:00 UTC
H7Q7FXVKLA,2024-09-09 15:06:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EL AL - ISRAEL AIRLINES LTD.,VVYM9N3KFU,ELY084,4XECD,VTBS,BKK,LLBG,TLV,BOEING,BOEING 777-200,B772,247210.0,2024-09-09 @ 15:06 UTC,2024-09-09 @ 16:44 UTC,01:38:00,506fe778-21dc-4311-8d77-fa9500885af7,8671c9fb-2b02-412d-ae94-b380892d5f53,62,62,5880,36360,9546.55,259,259,false,2024-09-09 09:58:00 UTC,2024-09-09 20:04:00 UTC,2024-09-09 09:45:00 UTC,2024-09-09 19:40:00 UTC
KYWD3H72XX,2024-09-09 16:25:00 UTC,,,,395.00,USD,395.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA310,9HHFJ,HKJK,NBO,OMDB,DXB,AIRBUS,AIRBUS A-330-200,A332,230000.0,2024-09-09 @ 16:25 UTC,2024-09-09 @ 17:59 UTC,01:34:00,10cab6f4-00d9-4c24-8730-dfe393590d7b,cdd05526-4d61-4ec2-8bd6-51f1c8ab59cc,50,50,5640,17460,3873.4,250,250,false,2024-09-09 15:25:00 UTC,2024-09-09 20:16:00 UTC,2024-09-09 14:10:00 UTC,2024-09-09 19:25:00 UTC
ULTA94E4F9,2024-09-09 12:58:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE765,A6ENU,OMDB,DXB,FAOR,JNB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-09 @ 12:58 UTC,2024-09-09 @ 14:57 UTC,01:59:00,95e4c477-9d8a-4fe5-a5f4-ecaa8cabd4cb,6ab6a6e4-a99d-4218-bbcf-deeade54f4e7,115,115,7140,27600,6678.16,315,315,false,2024-09-09 11:00:00 UTC,2024-09-09 18:40:00 UTC,2024-09-09 10:40:00 UTC,2024-09-09 18:50:00 UTC
PTAA472Y4W,2024-09-30 12:10:00 UTC,,,,345.00,USD,345.00,USD,Somalia,AIR ARABIA,R3YRCFJFWK,ABY691,A6AOP,OMSJ,SHJ,HUEN,EBB,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-30 @ 12:10 UTC,2024-09-30 @ 12:39 UTC,00:29:00,b6f9bdc2-1c16-4ca5-9838-a37a5685c507,fd538a03-4d1d-4632-becb-5d5574355d98,21,21,1740,17940,4058.01,113,113,false,2024-09-30 09:53:00 UTC,2024-09-30 14:52:00 UTC,2024-09-30 09:45:00 UTC,2024-09-30 15:10:00 UTC
9AVDD7APE3,2024-09-09 14:42:00 UTC,,,,345.00,USD,345.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR1460,A7AHF,HDAM,JIB,OTHH,DOH,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-09-09 @ 14:42 UTC,2024-09-09 @ 14:42 UTC,00:00:00,2d837070-3ab5-45b9-a4cf-b7c6cf6e3372,c977c659-e5a8-47e6-bc76-06eefc8263a2,39,40,0,14100,4636.07,139,140,false,2024-09-09 16:40:00 UTC,2024-09-09 20:35:00 UTC,2024-09-09 13:35:00 UTC,2024-09-09 15:40:00 UTC
QCPHVXU92P,2024-09-30 10:10:00 UTC,,,,395.00,USD,395.00,USD,Somalia,OMAN AIR,PWYJYKMFN9,QTR42L,A4ODJ,HTDA,DAR,OTHH,DOH,AIRBUS,AIRBUS A-330-300,A333,230000.0,2024-09-30 @ 10:10 UTC,2024-09-30 @ 12:18 UTC,02:08:00,7fbd2df1-c8e1-42c5-8b70-04ffc93969ee,9b11eb71-6d46-461f-8b83-4d1576d20173,119,119,7680,19440,4430.83,237,237,false,2024-09-30 09:21:00 UTC,2024-09-30 14:45:00 UTC,2024-09-30 08:45:00 UTC,2024-09-30 14:30:00 UTC
VELCNVNP9U,2024-09-09 19:02:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB648,A6FGD,HAAB,ADD,OMDB,DXB,BOEING,BOEING 737-800,B738,70530.0,2024-09-09 @ 19:02 UTC,2024-09-09 @ 19:29 UTC,00:27:00,757cbd3c-8bf3-4c55-9f23-9c045827116b,667bdfab-bf25-416a-934d-af1ed23819bd,30,30,1620,14400,3067.71,148,148,false,2024-09-09 17:57:00 UTC,2024-09-09 21:57:00 UTC,2024-09-09 17:20:00 UTC,2024-09-09 21:55:00 UTC
HPL49ZTMLY,2024-09-30 12:36:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB651,A6FMX,OMDB,DXB,HUEN,EBB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-30 @ 12:36 UTC,2024-09-30 @ 13:04 UTC,00:28:00,b78fde74-cfd7-45db-9f36-d2c84812b8dc,1b4c3360-cf99-4815-91a8-8c1b74f5f30e,31,31,1680,17400,4094.4,152,152,false,2024-09-30 10:22:00 UTC,2024-09-30 15:12:00 UTC,2024-09-30 09:55:00 UTC,2024-09-30 15:35:00 UTC
KAXDKAQ4AQ,2024-09-30 12:05:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETIHAD AIRWAYS,79JEJE3VVK,ETD748,A6BNC,FAOR,JNB,OMAA,AUH,BOEING,BOEING 787-10 Dreamliner,B78X,254000.0,2024-09-30 @ 12:05 UTC,2024-09-30 @ 14:06 UTC,02:01:00,48d1053e-e040-4daa-b725-473e8b5698bb,3b8641c6-912c-460c-b855-a545ce53535d,116,116,7260,27000,6699.86,307,307,false,2024-09-30 08:41:00 UTC,2024-09-30 16:11:00 UTC,2024-09-30 07:55:00 UTC,2024-09-30 15:50:00 UTC
3CKQQ72PH9,2024-09-09 19:27:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB652,A6FMR,HUEN,EBB,OMDB,DXB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-09 @ 19:27 UTC,2024-09-09 @ 19:53 UTC,00:26:00,eb479683-f819-4361-8cbd-5558c979dd77,58a87a23-023b-4dad-89d1-0996792ab313,29,29,1560,19020,4162.32,177,177,false,2024-09-09 17:13:00 UTC,2024-09-09 22:30:00 UTC,2024-09-09 16:35:00 UTC,2024-09-09 22:15:00 UTC
WMJQQQ73L7,2024-09-30 08:36:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1687,A6FMG,OMDB,DXB,HTZA,ZNZ,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-30 @ 08:36 UTC,2024-09-30 @ 10:43 UTC,02:07:00,2f974abc-7950-4293-8efd-f72503445730,2d3aea11-4583-44d3-a052-e8b7212016e2,125,125,7620,17580,4290.34,218,219,false,2024-09-30 06:37:00 UTC,2024-09-30 11:30:00 UTC,2024-09-30 06:00:00 UTC,2024-09-30 11:30:00 UTC
TT2ZDDEPNH,2024-09-09 21:28:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE2AR,A6EEE,FAOR,JNB,OMDB,DXB,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-09-09 @ 21:28 UTC,2024-09-09 @ 23:26 UTC,01:58:00,aa00acac-24b5-4ff5-ae14-b677db1527c1,d9ad04e4-7643-43b6-a84e-07ed7833a6b1,110,110,7080,28020,6723.0,320,320,false,2024-09-09 17:46:00 UTC,2024-09-10 01:33:00 UTC,,
P3YCN97VEL,2024-09-09 19:19:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1290,A6FMJ,HKMO,MBA,OMDB,DXB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-09-09 @ 19:19 UTC,2024-09-09 @ 21:23 UTC,02:04:00,18135b15-349c-4f89-a6ab-80238cc8e61f,a05fcc60-9df4-430a-9e98-ea850a26d5b3,104,105,7440,18000,3916.16,181,182,false,2024-09-09 18:30:00 UTC,2024-09-09 23:30:00 UTC,2024-09-09 18:30:00 UTC,2024-09-10 00:05:00 UTC
HKDNJNLYKQ,2024-09-09 18:02:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH3613,ETAVT,OMSJ,SHJ,HKJK,NBO,BOEING,BOEING 777-200,B772,247210.0,2024-09-09 @ 18:02 UTC,2024-09-09 @ 18:02 UTC,00:00:00,5f168787-6be6-470a-820a-1e451bb3db9f,b32bde2d-cb76-44a3-92cd-e91c4cbf5623,4,4,0,17036,4189.21,108,109,false,2024-09-09 15:33:00 UTC,2024-09-09 20:16:56 UTC,,
JLY9YLM7EV,2024-09-09 21:41:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE60L,A6EGG,FACT,CPT,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-09-09 @ 21:41 UTC,2024-09-09 @ 23:33 UTC,01:52:00,cd32fa95-1295-4e40-ba2b-988b26b9871d,8e246c24-b4dc-4072-8411-db99518dbe46,110,110,6720,31620,7999.67,351,351,false,2024-09-09 16:57:00 UTC,2024-09-10 01:44:00 UTC,2024-09-09 16:20:00 UTC,2024-09-10 01:45:00 UTC
HQ7NPHEV9V,2024-09-09 19:03:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH640,ETANP,HAAB,ADD,VABB,BOM,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-09-09 @ 19:03 UTC,2024-09-09 @ 19:03 UTC,00:00:00,b8d8884e-9d91-4cb0-9ba6-11a11bbe4ba7,0a91a851-6231-4355-9698-9d7e27a685c5,2,2,0,19200,4018.79,121,121,false,2024-09-09 17:49:00 UTC,2024-09-09 23:09:00 UTC,2024-09-09 14:50:00 UTC,2024-09-09 20:35:00 UTC
7EPDQEMZ9L,2024-09-29 21:32:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH684,ETAVB,HAAB,ADD,ZSPD,PVG,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-09-29 @ 21:32 UTC,2024-09-29 @ 21:32 UTC,00:00:00,710cdc2e-2d03-4f91-8115-48fd5febca19,4224bab7-d0cb-4cb4-9008-5448d3f6ce23,2,2,0,39000,9198.48,467,467,false,2024-09-29 20:37:00 UTC,2024-09-30 07:27:00 UTC,2024-09-29 20:00:00 UTC,2024-09-30 07:45:00 UTC
